,Title,Director,Cast,TMDB_id,overview,genre,actorname_1,actorname_2,actorname_3,tag_all,tag_1,tag_2
1072,Sivappu Enakku Pidikkum,Youreka,"Sandra Amy, Youreka",272671,"A journalist visits the red light area in Chennai to write a novel about the life of the sex workers. There, Mahima, a prostitute, tells him about their lives and the five men who visit them.",unknown,Sandra Amy, Youreka,unknown,"A journalist visits the red light area in Chennai to write a novel about the life of the sex workers. There, Mahima, a prostitute, tells him about their lives and the five men who visit them.  Youreka Sandra Amy  Youreka unknown","unknown Youreka Sandra Amy  Youreka A journalist visits the red light area in Chennai to write a novel about the life of the sex workers. There, Mahima, a prostitute, tells him about their lives and the five men who visit them.", Youreka Sandra Amy unknown
1073,Adhe Kangal,Rohin Venkatesan,"Kalaiyarasan, Sshivada, Janani Iyer, Bala Saravanan",415669,"The journey of a blind chef through a newfound love, a retrieved vision and an invigorating journey of twists, turns and answers along the way.",Romance Thriller,Kalaiyarasan, Sshivada, Janani Iyer,"The journey of a blind chef through a newfound love, a retrieved vision and an invigorating journey of twists, turns and answers along the way. Romance Thriller Rohin Venkatesan Kalaiyarasan  Sshivada  Janani Iyer","Romance Thriller Rohin Venkatesan Kalaiyarasan  Sshivada The journey of a blind chef through a newfound love, a retrieved vision and an invigorating journey of twists, turns and answers along the way.",Romance Thriller Rohin Venkatesan Kalaiyarasan  Janani Iyer
1074,Bogan,Lakshman,"Jayam Ravi, Arvind Swamy, Hansika Motwani, Varun, Akshara Gowda",408921,A criminal swaps his body with that of the cop who is hunting him.​,Action Crime,Jayam Ravi, Arvind Swamy, Hansika Motwani,A criminal swaps his body with that of the cop who is hunting him.​ Action Crime Lakshman Jayam Ravi  Arvind Swamy  Hansika Motwani,Action Crime Lakshman Jayam Ravi  Arvind Swamy A criminal swaps his body with that of the cop who is hunting him.​,Action Crime Lakshman Jayam Ravi  Hansika Motwani
1075,Enakku Vaaitha Adimaigal,Mahendran Rajamani,"Jai, Pranitha, Karunakaran, Kaali Venkat",412583,"After his girlfriend breaks up with him, a guy tells his friends that he’s going to commit suicide and goes missing. Thus begins a nightmare for the friends",Comedy Drama,Jai, Pranitha, Karunakaran,"After his girlfriend breaks up with him, a guy tells his friends that he’s going to commit suicide and goes missing. Thus begins a nightmare for the friends Comedy Drama Mahendran Rajamani Jai  Pranitha  Karunakaran","Comedy Drama Mahendran Rajamani Jai  Pranitha After his girlfriend breaks up with him, a guy tells his friends that he’s going to commit suicide and goes missing. Thus begins a nightmare for the friends",Comedy Drama Mahendran Rajamani Jai  Karunakaran
1076,Si3,Hari,"Suriya, Shruti Haasan, Anushka Shetty, Thakur Anoop Singh",376440,"A reputed cop from Tamil Nadu takes charge in Andhra Pradesh to solve the mysterious murder of a top police officer, and takes on local thugs and criminals during the course of his mission.",Crime Action,Suriya, Shruti Haasan, Anushka Shetty,"A reputed cop from Tamil Nadu takes charge in Andhra Pradesh to solve the mysterious murder of a top police officer, and takes on local thugs and criminals during the course of his mission. Crime Action Hari Suriya  Shruti Haasan  Anushka Shetty","Crime Action Hari Suriya  Shruti Haasan A reputed cop from Tamil Nadu takes charge in Andhra Pradesh to solve the mysterious murder of a top police officer, and takes on local thugs and criminals during the course of his mission.",Crime Action Hari Suriya  Anushka Shetty
1077,Pragamiyam,Prathap,"Prathap, Parvathy, Subha",unknown,unknown,unknown,Prathap, Parvathy, Subha,unknown unknown Prathap Prathap  Parvathy  Subha,unknown Prathap Prathap  Parvathy unknown,unknown Prathap Prathap  Subha
1078,Ennodu Vilayadu,Arun Krishnaswami,"Bharath, Kathir, Chandini Tamilarasan, Sanchita Shetty",410851,"A compulsive gambler learns about a horse race that is going to be fixed, and tries to capitalise on it. Meanwhile, his friend gets into trouble over a bag containing Rs 50 lakh cash.",Action Romance Thriller,Bharath, Kathir, Chandini Tamilarasan,"A compulsive gambler learns about a horse race that is going to be fixed, and tries to capitalise on it. Meanwhile, his friend gets into trouble over a bag containing Rs 50 lakh cash. Action Romance Thriller Arun Krishnaswami Bharath  Kathir  Chandini Tamilarasan","Action Romance Thriller Arun Krishnaswami Bharath  Kathir A compulsive gambler learns about a horse race that is going to be fixed, and tries to capitalise on it. Meanwhile, his friend gets into trouble over a bag containing Rs 50 lakh cash.",Action Romance Thriller Arun Krishnaswami Bharath  Chandini Tamilarasan
1079,Kadhal Kan Kattudhe,Shivaraj,"KG, Athulya, Aneeruth",unknown,unknown,unknown,KG, Athulya, Aneeruth,unknown unknown Shivaraj KG  Athulya  Aneeruth,unknown Shivaraj KG  Athulya unknown,unknown Shivaraj KG  Aneeruth
1080,Pagadi Aattam,Ram K. Chandran,"Rahman, Akhil, Gowri Nandha",442413,A top cop investigates the case of a missing youngster who is allegedly involved in romantic deception of girls.,Thriller Crime Drama,Rahman, Akhil, Gowri Nandha,A top cop investigates the case of a missing youngster who is allegedly involved in romantic deception of girls. Thriller Crime Drama Ram K. Chandran Rahman  Akhil  Gowri Nandha,Thriller Crime Drama Ram K. Chandran Rahman  Akhil A top cop investigates the case of a missing youngster who is allegedly involved in romantic deception of girls.,Thriller Crime Drama Ram K. Chandran Rahman  Gowri Nandha
1081,Rum,Sai Bharath,"Hrishikesh, Sanchita Shetty, Narain, Miya",413028,A gang of robbers ends up in a haunted bungalow in the middle of a forest.,Thriller Horror,Hrishikesh, Sanchita Shetty, Narain,A gang of robbers ends up in a haunted bungalow in the middle of a forest. Thriller Horror Sai Bharath Hrishikesh  Sanchita Shetty  Narain,Thriller Horror Sai Bharath Hrishikesh  Sanchita Shetty A gang of robbers ends up in a haunted bungalow in the middle of a forest.,Thriller Horror Sai Bharath Hrishikesh  Narain
1082,Kanavu Variyam,Arun Chidambaram,"Arun Chidambaram, Jiya Shankar, Yog Japee",443518,A studious and ambitious youngster tries to set up a device to solve the frequent power crisis in his village despite constant discouragement from the public,Science Fiction Drama Family,Arun Chidambaram, Jiya Shankar, Yog Japee,A studious and ambitious youngster tries to set up a device to solve the frequent power crisis in his village despite constant discouragement from the public Science Fiction Drama Family Arun Chidambaram Arun Chidambaram  Jiya Shankar  Yog Japee,Science Fiction Drama Family Arun Chidambaram Arun Chidambaram  Jiya Shankar A studious and ambitious youngster tries to set up a device to solve the frequent power crisis in his village despite constant discouragement from the public,Science Fiction Drama Family Arun Chidambaram Arun Chidambaram  Yog Japee
1083,Muthuramalingam,Rajadurai,"Gautham Karthik, Priya Anand, Napoleon",413019,A rural family known for their bravery and generosity are faced with a unexpected situation that poses a threat to their good reputation.,Action Drama Family,Gautham Karthik, Priya Anand, Napoleon,A rural family known for their bravery and generosity are faced with a unexpected situation that poses a threat to their good reputation. Action Drama Family Rajadurai Gautham Karthik  Priya Anand  Napoleon,Action Drama Family Rajadurai Gautham Karthik  Priya Anand A rural family known for their bravery and generosity are faced with a unexpected situation that poses a threat to their good reputation.,Action Drama Family Rajadurai Gautham Karthik  Napoleon
1084,Yaman,Jeeva Shankar,"Vijay Antony, Miya, Thiagarajan",383703,"In a malicious world of ruthless politicians and gangsters, a common man develops a dream to make it big in politics and takes on a few big shots.",Action Thriller,Vijay Antony, Miya, Thiagarajan,"In a malicious world of ruthless politicians and gangsters, a common man develops a dream to make it big in politics and takes on a few big shots. Action Thriller Jeeva Shankar Vijay Antony  Miya  Thiagarajan","Action Thriller Jeeva Shankar Vijay Antony  Miya In a malicious world of ruthless politicians and gangsters, a common man develops a dream to make it big in politics and takes on a few big shots.",Action Thriller Jeeva Shankar Vijay Antony  Thiagarajan
1085,Kuttram 23,Arivazhagan,"Arun Vijay, Mahima Nambiar, Aravind Akash, Vamsi Krishna",402780,A case involving the disappearance of a pregnant woman turns into a personal one for the cop who is tasked with investigating it.​,Thriller Crime Action,Arun Vijay, Mahima Nambiar, Aravind Akash,A case involving the disappearance of a pregnant woman turns into a personal one for the cop who is tasked with investigating it.​ Thriller Crime Action Arivazhagan Arun Vijay  Mahima Nambiar  Aravind Akash,Thriller Crime Action Arivazhagan Arun Vijay  Mahima Nambiar A case involving the disappearance of a pregnant woman turns into a personal one for the cop who is tasked with investigating it.​,Thriller Crime Action Arivazhagan Arun Vijay  Aravind Akash
1086,Mupparimanam,Adhirooban,"Shanthanu Bhagyaraj, Srushti Dange, Skanda Ashok",410592,A mysterious youngster kidnaps a girl a few minutes before her wedding and takes her to a secluded place in search of answers for his questions.,Thriller Drama Romance,Shanthanu Bhagyaraj, Srushti Dange, Skanda Ashok,A mysterious youngster kidnaps a girl a few minutes before her wedding and takes her to a secluded place in search of answers for his questions. Thriller Drama Romance Adhirooban Shanthanu Bhagyaraj  Srushti Dange  Skanda Ashok,Thriller Drama Romance Adhirooban Shanthanu Bhagyaraj  Srushti Dange A mysterious youngster kidnaps a girl a few minutes before her wedding and takes her to a secluded place in search of answers for his questions.,Thriller Drama Romance Adhirooban Shanthanu Bhagyaraj  Skanda Ashok
1087,Yaakkai,Kuzhandai Velappan,"Kreshna, Swathi Reddy, Prakash Raj, Guru Somasundaram",402781,"When the chairman of a multi-specialty hospital dies mysteriously, a cop begins an investigation which leads him to find more bodies.",Thriller Drama Romance,Kreshna, Swathi Reddy, Prakash Raj,"When the chairman of a multi-specialty hospital dies mysteriously, a cop begins an investigation which leads him to find more bodies. Thriller Drama Romance Kuzhandai Velappan Kreshna  Swathi Reddy  Prakash Raj","Thriller Drama Romance Kuzhandai Velappan Kreshna  Swathi Reddy When the chairman of a multi-specialty hospital dies mysteriously, a cop begins an investigation which leads him to find more bodies.",Thriller Drama Romance Kuzhandai Velappan Kreshna  Prakash Raj
1088,Motta Shiva Ketta Shiva,Sai Ramani,"Raghava Lawrence, Nikki Galrani, Sathyaraj, Ashutosh Rana",370800,A corrupt cop who has a heartbreaking childhood realises his mistakes and turns into a sincere officer to take on a dreaded criminal and his son.,Action Comedy Drama Romance,Raghava Lawrence, Nikki Galrani, Sathyaraj,A corrupt cop who has a heartbreaking childhood realises his mistakes and turns into a sincere officer to take on a dreaded criminal and his son. Action Comedy Drama Romance Sai Ramani Raghava Lawrence  Nikki Galrani  Sathyaraj,Action Comedy Drama Romance Sai Ramani Raghava Lawrence  Nikki Galrani A corrupt cop who has a heartbreaking childhood realises his mistakes and turns into a sincere officer to take on a dreaded criminal and his son.,Action Comedy Drama Romance Sai Ramani Raghava Lawrence  Sathyaraj
1089,Maanagaram,Lokesh Kanagaraj,"Sundeep Kishan, Sri, Regina Cassandra, Ramdoss",412096,A handful of diverse characters find themselves in extraordinary situations that are interlinked with one another.,Thriller Action,Sundeep Kishan, Sri, Regina Cassandra,A handful of diverse characters find themselves in extraordinary situations that are interlinked with one another. Thriller Action Lokesh Kanagaraj Sundeep Kishan  Sri  Regina Cassandra,Thriller Action Lokesh Kanagaraj Sundeep Kishan  Sri A handful of diverse characters find themselves in extraordinary situations that are interlinked with one another.,Thriller Action Lokesh Kanagaraj Sundeep Kishan  Regina Cassandra
1090,Nisabdham,Michael Arun,"Ajay, Abhinaya, Kishore, Sathanya",448773,A happily married couple’s life turns into trauma after their eight-year-old daughter is raped. Will the family be able to put their lives back on track?,Crime Drama,Ajay, Abhinaya, Kishore,A happily married couple’s life turns into trauma after their eight-year-old daughter is raped. Will the family be able to put their lives back on track? Crime Drama Michael Arun Ajay  Abhinaya  Kishore,Crime Drama Michael Arun Ajay  Abhinaya A happily married couple’s life turns into trauma after their eight-year-old daughter is raped. Will the family be able to put their lives back on track?,Crime Drama Michael Arun Ajay  Kishore
1091,Bruce Lee,Prashanth Pandiraj,"G. V. Prakash Kumar, Kriti Kharbanda, Bala Saravanan",369835,A cowardly youngster and his friend run for their lives with their lovers as they are being chased by a dreaded don.,Comedy Crime Romance,G. V. Prakash Kumar, Kriti Kharbanda, Bala Saravanan,A cowardly youngster and his friend run for their lives with their lovers as they are being chased by a dreaded don. Comedy Crime Romance Prashanth Pandiraj G. V. Prakash Kumar  Kriti Kharbanda  Bala Saravanan,Comedy Crime Romance Prashanth Pandiraj G. V. Prakash Kumar  Kriti Kharbanda A cowardly youngster and his friend run for their lives with their lovers as they are being chased by a dreaded don.,Comedy Crime Romance Prashanth Pandiraj G. V. Prakash Kumar  Bala Saravanan
1092,Kanna Pinna,Thiya Nair,"Thiya Nair, Anjali Rao, Shiva",462121,"It is about a boy from Trichy who is bent upon marrying a beautiful girl. His friends say that he can find attractive girls only in Chennai — and hence he sets out in search of someone! The experiences he undergoes narrated in a hilarious way forms the rest of the movie. It starts with a director, cameraman, and music composer who go in search of a script, after finding a producer.",Romance Comedy,Thiya Nair, Anjali Rao, Shiva,"It is about a boy from Trichy who is bent upon marrying a beautiful girl. His friends say that he can find attractive girls only in Chennai — and hence he sets out in search of someone! The experiences he undergoes narrated in a hilarious way forms the rest of the movie. It starts with a director, cameraman, and music composer who go in search of a script, after finding a producer. Romance Comedy Thiya Nair Thiya Nair  Anjali Rao  Shiva","Romance Comedy Thiya Nair Thiya Nair  Anjali Rao It is about a boy from Trichy who is bent upon marrying a beautiful girl. His friends say that he can find attractive girls only in Chennai — and hence he sets out in search of someone! The experiences he undergoes narrated in a hilarious way forms the rest of the movie. It starts with a director, cameraman, and music composer who go in search of a script, after finding a producer.",Romance Comedy Thiya Nair Thiya Nair  Shiva
